PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked_C,Embarked_Q,Embarked_S
911,1,3,"Assaf Khalil, Mrs. Mariana (Miriam"")""",1,0.7023343255522482,0,0,2696,0.11115384615384614,True,False,False
912,0,1,"Rothschild, Mr. Martin",0,0.8590004699984334,1,0,PC 17603,0.9138461538461539,True,False,False
913,0,3,"Olsen, Master. Artur Karl",0,0.13833620554598153,0,1,C 17368,0.04878153846153846,False,False,True
914,1,1,"Flegenheim, Mrs. Alfred (Antoinette)",1,0.4716056769770607,0,0,PC 17598,0.4874353846153846,False,False,True
915,0,1,"Williams, Mr. Richard Norris II",0,0.3263355788814037,0,1,PC 17597,0.9442953846153845,True,False,False
917,0,3,"Robins, Mr. Alexander A",0,0.7806673977753408,1,0,A/5. 3337,0.2230769230769231,False,False,True
918,1,1,"Ostby, Miss. Helene Ragnhild",1,0.3420021933260222,0,1,113509,0.9535261538461538,True,False,False
919,0,3,"Daher, Mr. Shedid",0,0.3498355005483315,0,0,2698,0.11115384615384614,True,False,False
920,0,1,"Brady, Mr. John Bertram",0,0.639667867773774,0,0,113054,0.46923076923076923,False,False,True
921,0,3,"Samaan, Mr. Elias",0,0.4716056769770607,2,0,2662,0.33352615384615386,True,False,False
922,0,2,"Louch, Mr. Charles Alexander",0,0.7806673977753408,1,0,SC/AH 3085,0.4,False,False,True
923,0,2,"Jefferys, Mr. Clifford Thomas",0,0.3733354222152593,2,0,C.A. 31029,0.4846153846153846,False,False,True
924,1,3,"Dean, Mrs. Bertram (Eva Georgetta Light)",1,0.5143349522168259,1,2,C.A. 2315,0.31653846153846155,False,False,True
925,1,3,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",1,0.4716056769770607,1,2,W./C. 6607,0.36076923076923073,False,False,True
926,0,1,"Mock, Mr. Philipp Edmund",0,0.46733510888297036,1,0,13236,0.8884615384615384,True,False,False
927,0,3,"Katavelas, Mr. Vassilios (Catavelas Vassilios"")""",0,0.28716904276985744,0,0,2682,0.11121846153846153,True,False,False
928,1,3,"Roth, Miss. Sarah A",1,0.4716056769770607,0,0,342712,0.12384615384615386,False,False,True
929,1,3,"Cacic, Miss. Manda",1,0.3263355788814037,0,0,315087,0.13326923076923075,False,False,True
930,0,3,"Sap, Mr. Julius",0,0.38900203665987776,0,0,345768,0.14615384615384616,False,False,True
931,0,3,"Hee, Mr. Ling",0,0.4716056769770607,0,0,1601,0.8691661538461539,False,False,True
932,0,3,"Karun, Mr. Franz",0,0.6083346388845371,0,1,349256,0.20641076923076923,True,False,False
933,0,1,"Franklin, Mr. Thomas Parham",0,0.4716056769770607,0,0,113778,0.4084615384615385,False,False,True
934,0,3,"Goldsmith, Mr. Nathan",0,0.639667867773774,0,0,SOTON/O.Q. 3101263,0.12076923076923077,False,False,True
935,1,2,"Corbett, Mrs. Walter H (Irene Colvin)",1,0.46733510888297036,0,0,237249,0.2,False,False,True
936,1,1,"Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons)",1,0.7023343255522482,1,0,11753,0.8085261538461539,False,False,True
937,0,3,"Peltomaki, Mr. Nikolai Johannes",0,0.38900203665987776,0,0,STON/O 2. 3101291,0.12192307692307693,False,False,True
938,0,1,"Chevre, Mr. Paul Romaine",0,0.7023343255522482,0,0,PC 17594,0.45692307692307693,True,False,False
939,0,3,"Shaughnessy, Mr. Patrick",0,0.4716056769770607,0,0,370374,0.11923076923076924,False,True,False
941,1,3,"Coutts, Mrs. William (Winnie Minnie"" Treanor)""",1,0.5613347955506814,0,2,C.A. 37671,0.24461538461538462,False,False,True
942,0,1,"Smith, Mr. Lucien Philip",0,0.3733354222152593,1,0,13695,0.9230769230769231,False,False,True
943,0,2,"Pulbaum, Mr. Franz",0,0.4203352655491148,0,0,SC/PARIS 2168,0.23128153846153848,True,False,False
944,1,2,"Hocking, Miss. Ellen Nellie""""",1,0.3106689644367852,2,1,29105,0.35384615384615387,False,False,True
946,0,2,"Mangiavacchi, Mr. Serafino Emilio",0,0.4716056769770607,0,0,SC/A.3 2861,0.23968,True,False,False
947,0,3,"Rice, Master. Albert",0,0.15400281999060003,4,1,382652,0.4480769230769231,False,True,False
948,0,3,"Cor, Mr. Bartol",0,0.545668181106063,0,0,349230,0.12147384615384615,False,False,True
949,0,3,"Abelseth, Mr. Olaus Jorgensen",0,0.38900203665987776,0,0,348122,0.1176923076923077,False,False,True
950,0,3,"Davison, Mr. Thomas Henry",0,0.4716056769770607,1,0,386525,0.2476923076923077,False,False,True
952,0,3,"Dika, Mr. Mirko",0,0.2636691211029296,0,0,349232,0.12147384615384615,False,False,True
953,0,2,"McCrae, Mr. Arthur Gordon",0,0.4986683377722074,0,0,237216,0.2076923076923077,False,False,True
954,0,3,"Bjorklund, Mr. Ernst Herbert",0,0.27933573554754815,0,0,347090,0.11923076923076924,False,False,True
955,1,3,"Bradley, Miss. Bridget Delia",1,0.3420021933260222,0,0,334914,0.11884615384615384,False,True,False
957,1,2,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",1,0.4716056769770607,0,0,F.C.C. 13534,0.3230769230769231,False,False,True
958,1,3,"Burns, Miss. Mary Delia",1,0.27933573554754815,0,0,330963,0.12121846153846154,False,True,False
959,0,1,"Moore, Mr. Clarence Bloomfield",0,0.7336675544414852,0,0,113796,0.6523076923076923,False,False,True
960,0,1,"Tucker, Mr. Gilbert Milligan Jr",0,0.4830017233275889,0,0,2543,0.43903846153846154,True,False,False
962,1,3,"Mulvihill, Miss. Bertha E",1,0.3733354222152593,0,0,382653,0.11923076923076924,False,True,False
963,0,3,"Minkoff, Mr. Lazar",0,0.3263355788814037,0,0,349211,0.12147384615384615,False,False,True
964,1,3,"Nieminen, Miss. Manta Josefina",1,0.45166849443835183,0,0,3101297,0.12192307692307693,False,False,True
965,0,1,"Ovies y Rodriguez, Mr. Servando",0,0.4438351872160426,0,0,PC 17562,0.42647384615384615,True,False,False
968,0,3,"Miles, Mr. Frank",0,0.4716056769770607,0,0,359306,0.12384615384615386,False,False,True
969,1,1,"Cornell, Mrs. Robert Clifford (Malvina Helen Lamson)",1,0.8590004699984334,2,0,11770,0.3953846153846154,False,False,True
970,0,2,"Aldworth, Mr. Charles Augustus",0,0.46733510888297036,0,0,248744,0.2,False,False,True
971,1,3,"Doyle, Miss. Elizabeth",1,0.3733354222152593,0,0,368702,0.11923076923076924,False,True,False
972,0,3,"Boulos, Master. Akar",0,0.09133636221212596,1,1,2678,0.23455076923076923,True,False,False
974,0,1,"Case, Mr. Howard Brown",0,0.7650007833307222,0,0,19924,0.4,False,False,True
975,0,3,"Demetri, Mr. Marinko",0,0.4716056769770607,0,0,349238,0.12147384615384615,False,False,True
976,0,2,"Lamb, Mr. John Joseph",0,0.4716056769770607,0,0,240261,0.1647430769230769,False,True,False
977,0,3,"Khalil, Mr. Betros",0,0.4716056769770607,1,0,2660,0.2223723076923077,True,False,False
978,1,3,"Barry, Miss. Julia",1,0.4203352655491148,0,0,330844,0.12121846153846154,False,True,False
979,1,3,"Badman, Miss. Emily Louisa",1,0.27933573554754815,0,0,A/4 31416,0.12384615384615386,False,False,True
980,1,3,"O'Donoghue, Ms. Bridget",1,0.4716056769770607,0,0,364856,0.11923076923076924,False,True,False
981,0,2,"Wells, Master. Ralph Lester",0,0.028669904433651888,1,1,29103,0.35384615384615387,False,False,True
982,1,3,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",1,0.3420021933260222,1,0,347072,0.21384615384615385,False,False,True
983,0,3,"Pedersen, Mr. Olaf",0,0.4716056769770607,0,0,345498,0.11961538461538462,False,False,True
984,1,1,"Davidson, Mrs. Thornton (Orian Hays)",1,0.4203352655491148,1,2,F.C. 12750,0.8,False,False,True
985,0,3,"Guest, Mr. Robert",0,0.4716056769770607,0,0,376563,0.12384615384615386,False,False,True
986,0,1,"Birnbaum, Mr. Jakob",0,0.38900203665987776,0,0,13905,0.4,True,False,False
987,0,3,"Tenglin, Mr. Gunnar Isidor",0,0.38900203665987776,0,0,350033,0.11993538461538461,False,False,True
989,0,3,"Makinen, Mr. Kalle Edvard",0,0.45166849443835183,0,0,STON/O 2. 3101268,0.12192307692307693,False,False,True
990,1,3,"Braf, Miss. Elin Ester Maria",1,0.3106689644367852,0,0,347471,0.12083384615384615,False,False,True
991,0,3,"Nancarrow, Mr. William Henry",0,0.5143349522168259,0,0,A./5. 3338,0.12384615384615386,False,False,True
992,1,1,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)",1,0.6710010966630111,1,0,11778,0.8529492307692307,True,False,False
993,0,2,"Weisz, Mr. Leopold",0,0.4203352655491148,1,0,228414,0.4,False,False,True
994,0,3,"Foley, Mr. William",0,0.4716056769770607,0,0,365235,0.11923076923076924,False,True,False
995,0,3,"Johansson Palmquist, Mr. Oskar Leander",0,0.4046686511044963,0,0,347070,0.11961538461538462,False,False,True
996,1,3,"Thomas, Mrs. Alexander (Thamine Thelma"")""",1,0.24800250665831114,1,1,2625,0.13102615384615385,True,False,False
997,0,3,"Holthen, Mr. Johan Martin",0,0.43600187999373335,0,0,C 4001,0.3465384615384615,False,False,True
998,0,3,"Buckley, Mr. Daniel",0,0.3263355788814037,0,0,330920,0.12032,False,True,False
999,0,3,"Ryan, Mr. Edward",0,0.4716056769770607,0,0,383162,0.11923076923076924,False,True,False
1000,0,3,"Willer, Mr. Aaron (Abi Weller"")""",0,0.4716056769770607,0,0,3410,0.13403846153846155,False,False,True
1001,0,2,"Swane, Mr. George",0,0.28716904276985744,0,0,248734,0.2,False,False,True
1002,0,2,"Stanton, Mr. Samuel Ward",0,0.639667867773774,0,0,237734,0.23147384615384614,True,False,False
1003,1,3,"Shine, Miss. Ellen Natalia",1,0.4716056769770607,0,0,330968,0.11968000000000001,False,True,False
1004,1,1,"Evans, Miss. Edith Corse",1,0.5613347955506814,0,0,PC 17531,0.4873723076923077,True,False,False
1005,1,3,"Buckley, Miss. Katherine",1,0.28716904276985744,0,0,329944,0.11205076923076923,False,True,False
1007,0,3,"Chronopoulos, Mr. Demetrios",0,0.27933573554754815,1,0,2680,0.2223723076923077,True,False,False
1008,0,3,"Thomas, Mr. John",0,0.4716056769770607,0,0,2681,0.09903846153846153,True,False,False
1009,1,3,"Sandstrom, Miss. Beatrice Irene",1,0.01300328998903337,1,1,PP 9549,0.2569230769230769,False,False,True
1011,1,2,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",1,0.45166849443835183,1,0,SC/AH 29037,0.4,False,False,True
1012,1,2,"Watt, Miss. Bertha J",1,0.18533604887983707,0,0,C.A. 33595,0.2423076923076923,False,False,True
1013,0,3,"Kiernan, Mr. John",0,0.4716056769770607,1,0,367227,0.11923076923076924,False,True,False
1014,1,1,"Schabert, Mrs. Paul (Emma Mock)",1,0.545668181106063,1,0,13236,0.8884615384615384,True,False,False
1015,0,3,"Carver, Mr. Alfred John",0,0.43600187999373335,0,0,392095,0.11153846153846154,False,False,True
1016,0,3,"Kennedy, Mr. John",0,0.4716056769770607,0,0,368783,0.11923076923076924,False,True,False
1017,1,3,"Cribb, Miss. Laura Alice",1,0.2636691211029296,0,1,371362,0.2476923076923077,False,False,True
1018,0,3,"Brobeck, Mr. Karl Rudolf",0,0.3420021933260222,0,0,350045,0.11993538461538461,False,False,True
1019,1,3,"McCoy, Miss. Alicia",1,0.4716056769770607,2,0,367226,0.3576923076923077,False,True,False
1020,0,2,"Bowenur, Mr. Solomon",0,0.6553344822183926,0,0,211535,0.2,False,False,True
1021,0,3,"Petersen, Mr. Marius",0,0.3733354222152593,0,0,342441,0.12384615384615386,False,False,True
1022,0,3,"Spinner, Mr. Henry John",0,0.4986683377722074,0,0,STON/OQ. 369943,0.12384615384615386,False,False,True
1023,0,1,"Gracie, Col. Archibald IV",0,0.8276672411091963,0,0,113780,0.43846153846153846,True,False,False
1024,1,3,"Lefebre, Mrs. Frank (Frances)",1,0.4716056769770607,0,4,4133,0.3917953846153846,False,False,True
1025,0,3,"Thomas, Mr. Charles P",0,0.4716056769770607,1,0,2621,0.09903846153846153,True,False,False
1026,0,3,"Dintcheff, Mr. Valtcho",0,0.6710010966630111,0,0,349226,0.12147384615384615,False,False,True
1027,0,3,"Carlsson, Mr. Carl Robert",0,0.3733354222152593,0,0,350409,0.12083384615384615,False,False,True
1028,0,3,"Zakarian, Mr. Mapriededer",0,0.4125019583268056,0,0,2656,0.11115384615384614,True,False,False
1029,0,2,"Schmidt, Mr. August",0,0.4046686511044963,0,0,248659,0.2,False,False,True
1030,1,3,"Drapkin, Miss. Jennie",1,0.35766880777064075,0,0,SOTON/OQ 392083,0.12384615384615386,False,False,True
1031,0,3,"Goodwin, Mr. Charles Frederick",0,0.6240012533291556,1,6,CA 2144,0.7215384615384615,False,False,True
1032,1,3,"Goodwin, Miss. Jessie Allis",1,0.15400281999060003,5,2,CA 2144,0.7215384615384615,False,False,True
1035,0,2,"Beauchamp, Mr. Henry James",0,0.43600187999373335,0,0,244358,0.4,False,False,True
1036,0,1,"Lindeberg-Lind, Mr. Erik Gustaf (Mr Edward Lingrey"")""",0,0.6553344822183926,0,0,17475,0.4084615384615385,False,False,True
1037,0,3,"Vander Planke, Mr. Julius",0,0.4830017233275889,3,0,345763,0.27692307692307694,False,False,True
1038,0,1,"Hilliard, Mr. Herbert Henry",0,0.4716056769770607,0,0,17463,0.7978846153846153,False,False,True
1039,0,3,"Davies, Mr. Evan",0,0.3420021933260222,0,0,SC/A4 23568,0.12384615384615386,False,False,True
1040,0,1,"Crafton, Mr. John Bertram",0,0.4716056769770607,0,0,113791,0.4084615384615385,False,False,True
1041,0,2,"Lahtinen, Rev. William",0,0.46733510888297036,1,1,250651,0.4,False,False,True
1043,0,3,"Matinoff, Mr. Nicola",0,0.4716056769770607,0,0,349255,0.12147384615384615,True,False,False
1044,0,3,"Storey, Mr. Thomas",0,0.9451668494438352,0,0,3701,0.5481105921416713,False,False,True
1045,1,3,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",1,0.5613347955506814,0,2,350405,0.18743538461538461,False,False,True
1046,0,3,"Asplund, Master. Filip Oscar",0,0.2010026633244556,4,2,347077,0.48288461538461536,False,False,True
1047,0,3,"Duquemin, Mr. Joseph",0,0.3733354222152593,0,0,S.O./P.P. 752,0.11615384615384615,False,False,True
1049,1,3,"Lundin, Miss. Olga Elida",1,0.35766880777064075,0,0,347469,0.12083384615384615,False,False,True
1050,0,1,"Borebank, Mr. John James",0,0.6553344822183926,0,0,110489,0.4084615384615385,False,False,True
1051,1,3,"Peacock, Mrs. Benjamin (Edith Nile)",1,0.4046686511044963,0,2,SOTON/O.Q. 3101315,0.21192307692307694,False,False,True
1052,1,3,"Smyth, Miss. Julia",1,0.4716056769770607,0,0,335432,0.11897384615384615,False,True,False
1053,0,3,"Touma, Master. Georges Youssef",0,0.10700297665674448,1,1,2650,0.23455076923076923,True,False,False
1054,1,2,"Wright, Miss. Marion",1,0.4046686511044963,0,0,220844,0.2076923076923077,False,False,True
1055,0,3,"Pearce, Mr. Ernest",0,0.4716056769770607,0,0,343271,0.1076923076923077,False,False,True
1056,0,2,"Peruschitz, Rev. Joseph Maria",0,0.639667867773774,0,0,237393,0.2,False,False,True
1057,1,3,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",1,0.4046686511044963,1,1,315153,0.3388461538461538,False,False,True
1058,0,1,"Brandeis, Mr. Emil",0,0.7493341688861037,0,0,PC 17591,0.7768584615384616,True,False,False
1059,0,3,"Ford, Mr. Edward Watson",0,0.27933573554754815,2,2,W./C. 6608,0.5288461538461539,False,False,True
1060,1,1,"Cassebeer, Mrs. Henry Arthur Jr (Eleanor Genevieve Fosdick)",1,0.4716056769770607,0,0,17770,0.42647384615384615,True,False,False
1061,1,3,"Hellstrom, Miss. Hilda Maria",1,0.3420021933260222,0,0,7548,0.13788461538461538,False,False,True
1062,0,3,"Lithman, Mr. Simon",0,0.4716056769770607,0,0,S.O./P.P. 251,0.11615384615384615,False,False,True
1063,0,3,"Zakarian, Mr. Ortin",0,0.4203352655491148,0,0,2670,0.11115384615384614,True,False,False
1064,0,3,"Dyker, Mr. Adolf Fredrik",0,0.35766880777064075,1,0,347072,0.21384615384615385,False,False,True
1065,0,3,"Torfa, Mr. Assad",0,0.4716056769770607,0,0,2673,0.11121846153846153,True,False,False
1066,0,3,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",0,0.6240012533291556,1,5,347077,0.48288461538461536,False,False,True
1067,1,2,"Brown, Miss. Edith Eileen",1,0.23233589221369264,0,2,29750,0.6,False,False,True
1068,1,2,"Sincock, Miss. Maude",1,0.3106689644367852,0,0,C.A. 33112,0.5653846153846154,False,False,True
1069,0,1,"Stengel, Mr. Charles Emil Henry",0,0.8433338555538148,1,0,11778,0.8529492307692307,True,False,False
1070,1,2,"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)",1,0.5613347955506814,0,3,230136,0.6,False,False,True
1072,0,2,"McCrie, Mr. James Matthew",0,0.46733510888297036,0,0,233478,0.2,False,False,True
1074,1,1,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)",1,0.27933573554754815,1,0,113773,0.816923076923077,False,False,True
1075,0,3,"Lane, Mr. Patrick",0,0.4716056769770607,0,0,7935,0.11923076923076924,False,True,False
1077,0,2,"Maybery, Mr. Frank Hubert",0,0.6240012533291556,0,0,239059,0.24615384615384617,False,False,True
1078,1,2,"Phillips, Miss. Alice Frances Louisa",1,0.3263355788814037,0,1,S.O./P.P. 2,0.3230769230769231,False,False,True
1079,0,3,"Davies, Mr. Joseph",0,0.2636691211029296,2,0,A/4 48873,0.12384615384615386,False,False,True
1081,0,2,"Veal, Mr. James",0,0.6240012533291556,0,0,28221,0.2,False,False,True
1082,0,2,"Angle, Mr. William A",0,0.5300015666614445,1,0,226875,0.4,False,False,True
1083,0,1,"Salomon, Mr. Abraham L",0,0.4716056769770607,0,0,111163,0.4,False,False,True
1084,0,3,"van Billiard, Master. Walter John",0,0.1775027416575278,1,1,A/5. 851,0.2230769230769231,False,False,True
1085,0,2,"Lingane, Mr. John",0,0.9530001566661445,0,0,235509,0.19,False,True,False
1086,0,2,"Drew, Master. Marshall Brines",0,0.122669591101363,0,2,28220,0.5,False,False,True
1087,0,3,"Karlsson, Mr. Julius Konrad Eugen",0,0.5143349522168259,0,0,347465,0.12083384615384615,False,False,True
1089,1,3,"Nilsson, Miss. Berta Olivia",1,0.27933573554754815,0,0,347066,0.11961538461538462,False,False,True
1090,0,2,"Baimbrigge, Mr. Charles Robert",0,0.35766880777064075,0,0,C.A. 31030,0.16153846153846155,False,False,True
1091,1,3,"Rasmussen, Mrs. (Lena Jacobsen Solvang)",1,0.4716056769770607,0,0,65305,0.12480769230769231,False,False,True
1092,1,3,"Murphy, Miss. Nora",1,0.4716056769770607,0,0,36568,0.23846153846153847,False,True,False
1093,0,3,"Danbom, Master. Gilbert Sigvard Emanuel",0,0.002506658311138963,0,2,347080,0.22153846153846155,False,False,True
1095,1,2,"Quick, Miss. Winifred Vera",1,0.122669591101363,1,1,26360,0.4,False,False,True
1096,0,2,"Andrew, Mr. Frank Thomas",0,0.38900203665987776,0,0,C.A. 34050,0.16153846153846155,False,False,True
1097,0,1,"Omont, Mr. Alfred Fernand",0,0.4716056769770607,0,0,F.C. 12998,0.39602615384615386,True,False,False
1098,1,3,"McGowan, Miss. Katherine",1,0.545668181106063,0,0,9232,0.11923076923076924,False,True,False
1099,0,2,"Collett, Mr. Sidney C Stuart",0,0.3733354222152593,0,0,28034,0.16153846153846155,False,False,True
1100,1,1,"Rosenbaum, Miss. Edith Louise",1,0.5143349522168259,0,0,PC 17613,0.42647384615384615,True,False,False
1101,0,3,"Delalic, Mr. Redjo",0,0.38900203665987776,0,0,349250,0.12147384615384615,False,False,True
1102,0,3,"Andersen, Mr. Albert Karvin",0,0.4986683377722074,0,0,C 4001,0.3465384615384615,False,False,True
1103,0,3,"Finoli, Mr. Luigi",0,0.4716056769770607,0,0,SOTON/O.Q. 3101308,0.10846153846153846,False,False,True
1105,1,2,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",1,0.9373335422215259,1,0,24065,0.4,False,False,True
1106,1,3,"Andersson, Miss. Ida Augusta Margareta",1,0.5926680244399185,4,2,347091,0.11961538461538462,False,False,True
1107,0,1,"Head, Mr. Christopher",0,0.6553344822183926,0,0,113038,0.6538461538461539,False,False,True
1108,1,3,"Mahon, Miss. Bridget Delia",1,0.4716056769770607,0,0,330924,0.12121846153846154,False,True,False
1111,0,3,"Thomson, Mr. Alexander Morrison",0,0.4716056769770607,0,0,32302,0.12384615384615386,False,False,True
1112,1,2,"Duran y More, Miss. Florentina",1,0.46733510888297036,1,0,SC/PARIS 2148,0.21320461538461538,True,False,False
1113,0,3,"Reynolds, Mr. Harold J",0,0.3263355788814037,0,0,342684,0.12384615384615386,False,False,True
1114,1,2,"Cook, Mrs. (Selena Rogers)",1,0.3420021933260222,0,0,W./C. 14266,0.16153846153846155,False,False,True
1115,0,3,"Karlsson, Mr. Einar Gervasius",0,0.3263355788814037,0,0,350053,0.11993538461538461,False,False,True
1116,1,1,"Candee, Mrs. Edward (Helen Churchill Hungerford)",1,0.8276672411091963,0,0,PC 17606,0.4222430769230769,True,False,False
1117,1,3,"Moubarek, Mrs. George (Omine Amenia"" Alexander)""",1,0.4716056769770607,0,2,2661,0.23455076923076923,True,False,False
1118,0,3,"Asplund, Mr. Johan Charles",0,0.35766880777064075,0,0,350054,0.11993538461538461,False,False,True
1119,1,3,"McNeill, Miss. Bridget",1,0.4716056769770607,0,0,370368,0.11923076923076924,False,True,False
1120,0,3,"Everett, Mr. Thomas James",0,0.6318345605514648,0,0,C.A. 6212,0.2323076923076923,False,False,True
1121,0,2,"Hocking, Mr. Samuel James Metcalfe",0,0.5613347955506814,0,0,242963,0.2,False,False,True
1122,0,2,"Sweet, Mr. George Frederick",0,0.2166692777690741,0,0,220845,1.0,False,False,True
1123,1,1,"Willard, Miss. Constance",1,0.3263355788814037,0,0,113795,0.4084615384615385,False,False,True
1124,0,3,"Wiklund, Mr. Karl Johan",0,0.3263355788814037,1,0,3101266,0.09993538461538462,False,False,True
1125,0,3,"Linehan, Mr. Michael",0,0.4716056769770607,0,0,330971,0.12121846153846154,False,True,False
1127,0,3,"Vendel, Mr. Olof Edvin",0,0.3106689644367852,0,0,350416,0.12083384615384615,False,False,True
1129,0,3,"Baccos, Mr. Raffull",0,0.3106689644367852,0,0,2679,0.11115384615384614,True,False,False
1130,1,2,"Hiltunen, Miss. Marta",1,0.27933573554754815,1,1,250650,0.2,False,False,True
1132,1,1,"Lindstrom, Mrs. Carl Johan (Sigrid Posse)",1,0.8590004699984334,0,0,112377,0.42647384615384615,True,False,False
1133,1,2,"Christy, Mrs. (Alice Frances)",1,0.7023343255522482,0,2,237789,0.46153846153846156,False,False,True
1135,0,3,"Hyman, Mr. Abraham",0,0.4716056769770607,0,0,3470,0.12134615384615385,False,False,True
1136,0,3,"Johnston, Master. William Arthur Willie""""",0,0.4716056769770607,1,2,W./C. 6607,0.36076923076923073,False,False,True
1137,0,1,"Kenyon, Mr. Frederick R",0,0.639667867773774,1,0,17464,0.7978846153846153,False,False,True
1138,1,2,"Karnes, Mrs. J Frank (Claire Bennett)",1,0.3420021933260222,0,0,F.C.C. 13534,0.3230769230769231,False,False,True
1139,0,2,"Drew, Mr. James Vivian",0,0.6553344822183926,1,1,28220,0.5,False,False,True
1140,1,2,"Hold, Mrs. Stephen (Annie Margaret Hill)",1,0.45166849443835183,1,0,26707,0.4,False,False,True
1141,1,3,"Khalil, Mrs. Betros (Zahie Maria"" Elias)""",1,0.4716056769770607,1,0,2660,0.2223723076923077,True,False,False
1142,1,2,"West, Miss. Barbara J",1,0.011749960833463888,1,2,C.A. 34651,0.4269230769230769,False,False,True
1143,0,3,"Abrahamsson, Mr. Abraham August Johannes",0,0.3106689644367852,0,0,SOTON/O2 3101284,0.12192307692307693,False,False,True
1145,0,3,"Salander, Mr. Karl Johan",0,0.3733354222152593,0,0,7266,0.14346153846153845,False,False,True
1146,0,3,"Wenzel, Mr. Linhart",0,0.5065016449945167,0,0,345775,0.14615384615384616,False,False,True
1147,0,3,"MacKay, Mr. George William",0,0.4716056769770607,0,0,C.A. 42795,0.11615384615384615,False,False,True
1148,0,3,"Mahon, Mr. John",0,0.4716056769770607,0,0,AQ/4 3130,0.11923076923076924,False,True,False
1149,0,3,"Niklasson, Mr. Samuel",0,0.43600187999373335,0,0,363611,0.12384615384615386,False,False,True
1150,1,2,"Bentham, Miss. Lilian W",1,0.2950023499921667,0,0,28404,0.2,False,False,True
1151,0,3,"Midtsjo, Mr. Karl Albert",0,0.3263355788814037,0,0,345501,0.11961538461538462,False,False,True
1152,0,3,"de Messemaeker, Mr. Guillaume Joseph",0,0.5691681027729908,1,0,345572,0.2676923076923077,False,False,True
1153,0,3,"Nilsson, Mr. August Ferdinand",0,0.3263355788814037,0,0,350410,0.12083384615384615,False,False,True
1154,1,2,"Wells, Mrs. Arthur Henry (Addie"" Dart Trevaskis)""",1,0.45166849443835183,0,2,29103,0.35384615384615387,False,False,True
1155,1,3,"Klasen, Miss. Gertrud Emilia",1,0.01300328998903337,1,1,350405,0.18743538461538461,False,False,True
1156,0,2,"Portaluppi, Mr. Emilio Ilario Giuseppe",0,0.46733510888297036,0,0,C.A. 34644,0.19596153846153846,True,False,False
